docId,filename,top topics, and contribution to doc ...
1,/Users/justinlittman/tmp/hack-to-learn/data/md000001.txt,3,0.232,18,0.162,12,0.108,19,0.097,9,0.070,4,0.059
2,/Users/justinlittman/tmp/hack-to-learn/data/md000002.txt,14,0.200,12,0.135,19,0.100,5,0.082,7,0.076,2,0.076,13,0.071,10,0.053
3,/Users/justinlittman/tmp/hack-to-learn/data/md000003.txt,12,0.132,4,0.120,6,0.114,5,0.078,15,0.072,8,0.066,19,0.060
4,/Users/justinlittman/tmp/hack-to-learn/data/md000003a.txt,12,0.175,9,0.105,15,0.098,19,0.091,3,0.084,7,0.070,4,0.070
5,/Users/justinlittman/tmp/hack-to-learn/data/md000004.txt,15,0.182,2,0.128,7,0.112,12,0.102,3,0.080,14,0.070,4,0.059
6,/Users/justinlittman/tmp/hack-to-learn/data/md000005.txt,7,0.277,13,0.090,19,0.077,20,0.065,14,0.065,1,0.065,10,0.058,6,0.058
7,/Users/justinlittman/tmp/hack-to-learn/data/md000006.txt,14,0.215,7,0.141,13,0.113,5,0.107,11,0.073,12,0.068,17,0.051,3,0.051
8,/Users/justinlittman/tmp/hack-to-learn/data/md000007.txt,20,0.216,3,0.126,7,0.121,8,0.089,14,0.068,4,0.053
9,/Users/justinlittman/tmp/hack-to-learn/data/md000008.txt,14,0.199,3,0.173,7,0.152,12,0.141,11,0.073,13,0.068,5,0.058
10,/Users/justinlittman/tmp/hack-to-learn/data/md000009.txt,10,0.293,6,0.171,8,0.114,15,0.081,4,0.073
11,/Users/justinlittman/tmp/hack-to-learn/data/md000010.txt,12,0.280,6,0.108,13,0.089,18,0.070,9,0.070,8,0.064
12,/Users/justinlittman/tmp/hack-to-learn/data/md000011.txt,9,0.251,12,0.112,3,0.089,20,0.084,8,0.067,18,0.056
13,/Users/justinlittman/tmp/hack-to-learn/data/md000012.txt,6,0.219,7,0.118,12,0.101,14,0.090,3,0.079,19,0.051,1,0.051
14,/Users/justinlittman/tmp/hack-to-learn/data/md000013.txt,12,0.242,18,0.163,3,0.111,13,0.072,6,0.072,5,0.065,8,0.059,20,0.052
15,/Users/justinlittman/tmp/hack-to-learn/data/md000014.txt,10,0.194,15,0.143,17,0.131,6,0.114,13,0.091,12,0.063
16,/Users/justinlittman/tmp/hack-to-learn/data/md000015.txt,16,0.205,6,0.148,12,0.142,8,0.085,20,0.074,13,0.057,15,0.051
17,/Users/justinlittman/tmp/hack-to-learn/data/md000016.txt,7,0.211,10,0.108,17,0.092,6,0.081,13,0.065,11,0.065,12,0.054
18,/Users/justinlittman/tmp/hack-to-learn/data/md000017.txt,12,0.270,6,0.135,3,0.111,17,0.095,19,0.071,16,0.063
19,/Users/justinlittman/tmp/hack-to-learn/data/md000018.txt,12,0.166,20,0.134,18,0.096,9,0.091,8,0.070
20,/Users/justinlittman/tmp/hack-to-learn/data/md000019.txt,18,0.267,12,0.136,3,0.126,6,0.084,17,0.058
21,/Users/justinlittman/tmp/hack-to-learn/data/md000020.txt,6,0.160,12,0.112,7,0.112,13,0.096,18,0.091,2,0.075,4,0.070,19,0.059
22,/Users/justinlittman/tmp/hack-to-learn/data/md000021.txt,6,0.146,3,0.135,10,0.124,18,0.119,17,0.081,11,0.065,9,0.065
23,/Users/justinlittman/tmp/hack-to-learn/data/md000022.txt,3,0.180,19,0.118,12,0.093,7,0.087,13,0.081,5,0.081,15,0.068,8,0.062
24,/Users/justinlittman/tmp/hack-to-learn/data/md000023.txt,15,0.141,14,0.113,8,0.085,5,0.085,9,0.079,3,0.073,6,0.068,19,0.051
