docId,filename,top topics, and contribution to doc ...
1,/Users/justinlittman/tmp/hack-to-learn/data/md000001.txt,6,0.411,1,0.211,2,0.092,7,0.076,10,0.065
2,/Users/justinlittman/tmp/hack-to-learn/data/md000002.txt,5,0.256,9,0.140,1,0.140,8,0.122,2,0.104,10,0.055,3,0.055
3,/Users/justinlittman/tmp/hack-to-learn/data/md000003.txt,8,0.279,1,0.194,3,0.139,2,0.133,10,0.091,5,0.061,7,0.055
4,/Users/justinlittman/tmp/hack-to-learn/data/md000003a.txt,1,0.331,6,0.169,7,0.141,9,0.099,10,0.070,5,0.063
5,/Users/justinlittman/tmp/hack-to-learn/data/md000004.txt,5,0.258,7,0.167,1,0.151,2,0.118,9,0.108,8,0.059,10,0.054
6,/Users/justinlittman/tmp/hack-to-learn/data/md000005.txt,5,0.325,8,0.172,6,0.106,10,0.079,9,0.073,2,0.073,1,0.073,7,0.060
7,/Users/justinlittman/tmp/hack-to-learn/data/md000006.txt,9,0.280,1,0.246,5,0.194,8,0.069,10,0.057
8,/Users/justinlittman/tmp/hack-to-learn/data/md000007.txt,6,0.346,3,0.146,1,0.146,5,0.114,7,0.059,2,0.059,8,0.054
9,/Users/justinlittman/tmp/hack-to-learn/data/md000008.txt,5,0.268,9,0.258,1,0.195,10,0.121,8,0.058
10,/Users/justinlittman/tmp/hack-to-learn/data/md000009.txt,8,0.230,3,0.213,4,0.197,6,0.090,7,0.074,1,0.074,2,0.057
11,/Users/justinlittman/tmp/hack-to-learn/data/md000010.txt,1,0.331,8,0.229,6,0.121,7,0.108,9,0.057,2,0.051
12,/Users/justinlittman/tmp/hack-to-learn/data/md000011.txt,6,0.337,3,0.225,1,0.135,8,0.090,7,0.062,2,0.051
13,/Users/justinlittman/tmp/hack-to-learn/data/md000012.txt,8,0.303,9,0.157,2,0.135,5,0.084,1,0.084,10,0.079,6,0.073
14,/Users/justinlittman/tmp/hack-to-learn/data/md000013.txt,1,0.248,6,0.235,8,0.131,7,0.111,9,0.072,5,0.065,10,0.052
15,/Users/justinlittman/tmp/hack-to-learn/data/md000014.txt,8,0.251,3,0.240,4,0.217,7,0.126,1,0.086
16,/Users/justinlittman/tmp/hack-to-learn/data/md000015.txt,8,0.239,4,0.165,6,0.153,1,0.142,7,0.091,3,0.091,2,0.051
17,/Users/justinlittman/tmp/hack-to-learn/data/md000016.txt,8,0.254,1,0.151,9,0.135,4,0.130,3,0.119,5,0.103
18,/Users/justinlittman/tmp/hack-to-learn/data/md000017.txt,1,0.246,10,0.206,6,0.198,8,0.095,5,0.087,7,0.056
