docId,filename,top topics, and contribution to doc ...
4506,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004568.txt,5,0.313,7,0.152,4,0.148,1,0.086,6,0.066,2,0.066,10,0.055,8,0.051
4507,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004569.txt,5,0.340,8,0.215,4,0.131,10,0.063,2,0.063
4508,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004570.txt,3,0.219,9,0.205,4,0.195,10,0.102,7,0.079,8,0.074,6,0.056
4509,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004571.txt,1,0.273,3,0.176,9,0.141,8,0.110,4,0.110,6,0.053
4510,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004572.txt,4,0.232,6,0.125,3,0.125,5,0.119,10,0.089,9,0.077,7,0.071,2,0.071,8,0.060
4511,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004573.txt,5,0.158,4,0.147,6,0.130,3,0.114,9,0.103,8,0.103,2,0.087,1,0.071,10,0.060
4512,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004574.txt,10,0.391,8,0.167,4,0.099,3,0.089,1,0.068,6,0.063,7,0.052
4513,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004575.txt,4,0.385,10,0.181,8,0.100,6,0.086,9,0.072,2,0.054,1,0.054
4514,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004576.txt,10,0.247,4,0.217,8,0.131,9,0.106,3,0.096,6,0.076,2,0.051
4515,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004577.txt,10,0.200,8,0.153,4,0.136,6,0.128,5,0.111,3,0.085,2,0.060,1,0.055,7,0.051
4516,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004578.txt,4,0.278,9,0.133,2,0.122,7,0.111,8,0.083,5,0.072,6,0.067,3,0.061,10,0.050
4517,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004579.txt,3,0.255,9,0.188,4,0.168,10,0.101,2,0.077,5,0.063,6,0.053
4518,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004580.txt,3,0.297,4,0.183,10,0.144,8,0.099,2,0.089,6,0.074,9,0.059
4519,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004581.txt,4,0.352,9,0.117,1,0.104,5,0.096,10,0.083,3,0.083,8,0.065
4520,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004582.txt,9,0.241,4,0.176,6,0.136,3,0.106,2,0.085,1,0.075,10,0.070,8,0.065
4521,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004583.txt,1,0.172,2,0.122,6,0.117,10,0.111,8,0.111,9,0.100,7,0.089,4,0.089,3,0.056
4522,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004584.txt,4,0.245,8,0.162,9,0.123,2,0.118,10,0.098,1,0.088,3,0.069
4523,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004585.txt,5,0.256,8,0.140,10,0.120,3,0.114,4,0.101,9,0.084,7,0.065,2,0.058
4524,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004586.txt,5,0.288,10,0.184,1,0.137,8,0.104,2,0.085,4,0.061
4525,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004587.txt,5,0.358,1,0.191,10,0.147,2,0.078,8,0.069,7,0.069
4526,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004588.txt,10,0.297,4,0.243,2,0.163,6,0.092,3,0.054,5,0.050
4527,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004589.txt,8,0.189,4,0.156,5,0.148,6,0.098,2,0.098,1,0.090,9,0.066,3,0.057
4528,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004590.txt,10,0.202,4,0.202,2,0.142,8,0.110,5,0.083,1,0.083,6,0.073,9,0.050
4529,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004591.txt,10,0.173,4,0.130,2,0.130,9,0.119,6,0.097,8,0.086,7,0.086,3,0.081,5,0.054
4530,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004592.txt,3,0.328,5,0.143,8,0.127,9,0.122,7,0.085,4,0.074
4531,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004593.txt,7,0.243,9,0.155,6,0.155,5,0.138,10,0.127
4532,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004594.txt,4,0.207,3,0.186,9,0.149,8,0.145,6,0.095,7,0.062,10,0.058
4533,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004595.txt,7,0.222,5,0.142,4,0.107,8,0.098,1,0.098,2,0.093,9,0.084,3,0.076,6,0.053
4534,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004596.txt,7,0.338,1,0.232,5,0.127,6,0.084,2,0.072
4535,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004597.txt,3,0.405,8,0.215,9,0.149,4,0.051
4536,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004598.txt,3,0.348,9,0.222,10,0.111,6,0.081,4,0.056,1,0.056
4537,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004599.txt,7,0.280,3,0.154,6,0.147,9,0.133,8,0.084,10,0.077,4,0.063
4538,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004600.txt,8,0.175,6,0.175,9,0.140,2,0.127,5,0.101,1,0.079,4,0.075,3,0.075
4539,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004601.txt,10,0.285,2,0.177,6,0.113,4,0.108,9,0.065,3,0.065,1,0.059,7,0.054
4540,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004602.txt,3,0.340,9,0.220,10,0.096,2,0.072,6,0.067,7,0.057,1,0.057
4541,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004603.txt,4,0.223,8,0.156,9,0.147,3,0.147,10,0.123,6,0.081,1,0.066
4542,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004604.txt,5,0.222,2,0.181,6,0.122,7,0.113,9,0.100,4,0.086,1,0.072
4543,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004605.txt,3,0.270,8,0.171,10,0.109,9,0.104,1,0.081,4,0.071,6,0.066,7,0.062,5,0.052
4544,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004606.txt,3,0.298,9,0.193,8,0.110,6,0.075,10,0.070,7,0.070,1,0.066,5,0.061
4545,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004607.txt,3,0.257,8,0.143,9,0.129,10,0.119,4,0.110,6,0.095,5,0.052
4546,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004608.txt,3,0.299,9,0.213,10,0.157,4,0.086,6,0.066,8,0.061
4547,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004609.txt,10,0.220,9,0.180,3,0.161,6,0.112,4,0.098,2,0.073
4548,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004610.txt,10,0.330,3,0.188,4,0.147,6,0.101,8,0.060,9,0.055,1,0.050
4549,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004611.txt,4,0.295,10,0.223,9,0.151,8,0.108,6,0.072
4550,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004612.txt,4,0.274,10,0.172,8,0.152,9,0.090,5,0.085,6,0.058,2,0.058
4551,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004613.txt,5,0.196,7,0.156,8,0.131,1,0.120,2,0.116,9,0.098,10,0.058,6,0.055
4552,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004614.txt,3,0.402,9,0.210,4,0.110,8,0.096,10,0.068
4553,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004615.txt,3,0.276,10,0.267,8,0.152,9,0.115,6,0.060,4,0.060
4554,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004616.txt,10,0.276,6,0.167,2,0.133,8,0.128,9,0.113,4,0.064,7,0.059
4555,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004617.txt,5,0.366,10,0.158,7,0.142,9,0.060,8,0.055,2,0.055
4556,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004618.txt,4,0.203,2,0.188,6,0.126,5,0.116,1,0.087,10,0.072,3,0.072,7,0.058
4557,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004619.txt,4,0.438,6,0.109,9,0.099,8,0.078,3,0.073,2,0.073
4558,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004620.txt,9,0.235,7,0.135,6,0.135,4,0.130,3,0.120,2,0.080,1,0.060
4559,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004621.txt,2,0.162,10,0.147,1,0.132,9,0.127,4,0.127,5,0.078,8,0.074,7,0.074
4560,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004622.txt,7,0.361,5,0.139,1,0.139,9,0.094,4,0.079
4561,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004623.txt,6,0.232,7,0.157,1,0.151,3,0.124,5,0.119,9,0.086
4562,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004624.txt,7,0.433,4,0.111,9,0.099,6,0.094,10,0.076
4563,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004625.txt,1,0.273,9,0.146,7,0.106,10,0.101,4,0.081,5,0.076,8,0.071,6,0.066,3,0.051
4564,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004626.txt,6,0.248,7,0.224,9,0.112,3,0.098,10,0.084,5,0.075,2,0.070
4565,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004627.txt,4,0.345,3,0.214,9,0.155,10,0.119,8,0.065
4566,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004628.txt,10,0.269,9,0.168,3,0.112,1,0.112,4,0.102,2,0.081,8,0.066,6,0.066
4567,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004629.txt,10,0.307,4,0.267,9,0.102,8,0.098,3,0.076
4568,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004630.txt,7,0.208,6,0.203,3,0.188,1,0.099,9,0.089,2,0.078,8,0.052,4,0.052
4569,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004631.txt,2,0.225,3,0.150,9,0.121,8,0.110,1,0.092,5,0.087,6,0.069,4,0.058,7,0.052
4570,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004632.txt,10,0.254,4,0.184,3,0.114,9,0.109,6,0.085,5,0.085,8,0.055
4571,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004633.txt,5,0.419,1,0.145,9,0.097,7,0.081,2,0.075,10,0.070
4572,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004634.txt,1,0.166,4,0.154,10,0.143,3,0.114,9,0.097,8,0.097,6,0.097,2,0.057
4573,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004635.txt,10,0.304,4,0.273,9,0.110,3,0.101,8,0.053
4574,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004636.txt,10,0.264,9,0.191,4,0.149,6,0.140,3,0.106,8,0.051
4575,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004637.txt,3,0.211,4,0.187,9,0.152,8,0.117,1,0.105,5,0.064,2,0.053
4576,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004638.txt,10,0.184,2,0.166,4,0.152,1,0.152,8,0.092,6,0.074,9,0.069,5,0.060
4577,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004639.txt,8,0.271,5,0.164,7,0.138,4,0.129,10,0.089,9,0.058
4578,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004640.txt,1,0.356,5,0.221,7,0.167,9,0.072,10,0.068
4579,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004641.txt,5,0.231,10,0.183,2,0.144,1,0.114,9,0.079,4,0.079,6,0.066
4580,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004642.txt,10,0.383,6,0.149,7,0.104,9,0.085,2,0.070,1,0.070
4581,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004643.txt,5,0.335,8,0.146,1,0.146,9,0.102,7,0.063,4,0.058,3,0.053,2,0.053
4582,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004644.txt,3,0.271,5,0.191,1,0.144,10,0.085,4,0.085,9,0.064,8,0.064
4583,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004645.txt,4,0.249,9,0.192,7,0.118,1,0.118,5,0.102,10,0.082
4584,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004646.txt,3,0.251,4,0.156,9,0.107,8,0.095,10,0.091,6,0.078,5,0.078,1,0.062
4585,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004647.txt,3,0.249,9,0.188,5,0.113,1,0.108,6,0.089,10,0.075,2,0.070,8,0.056
4586,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004648.txt,10,0.441,4,0.144,2,0.135,6,0.066
4587,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004649.txt,3,0.171,8,0.167,9,0.157,4,0.124,10,0.114,2,0.086,6,0.071,5,0.052
4588,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004650.txt,10,0.247,9,0.236,4,0.203,6,0.088,8,0.077
4589,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004651.txt,8,0.325,4,0.258,3,0.134,10,0.081,9,0.077
4590,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004652.txt,5,0.322,10,0.119,4,0.113,2,0.113,9,0.079,7,0.068,8,0.056,6,0.056
4591,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004653.txt,4,0.230,10,0.220,7,0.199,2,0.120,6,0.115,1,0.052
4592,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004654.txt,10,0.316,4,0.179,3,0.148,9,0.117,8,0.061,7,0.051
4593,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004655.txt,4,0.388,3,0.209,9,0.148,10,0.077,8,0.061,6,0.051
4594,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004656.txt,4,0.195,9,0.169,10,0.138,6,0.128,7,0.108,5,0.092,2,0.062,3,0.051
4595,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004657.txt,6,0.338,4,0.241,10,0.159,2,0.087,8,0.062
4596,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004658.txt,3,0.298,10,0.212,8,0.125,4,0.101,9,0.082,6,0.063,2,0.053
4597,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004659.txt,10,0.204,9,0.163,3,0.163,1,0.131,8,0.077,4,0.077,6,0.063,7,0.059
4598,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004660.txt,4,0.298,9,0.144,7,0.107,6,0.102,3,0.098,8,0.070,10,0.060,5,0.060
4599,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004661.txt,9,0.203,8,0.188,10,0.167,4,0.156,2,0.115,6,0.083
4600,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004662.txt,2,0.197,10,0.183,6,0.169,4,0.120,5,0.106,3,0.056
4601,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004663.txt,6,0.283,2,0.187,4,0.082,3,0.082,5,0.078,9,0.073,1,0.073,10,0.059
4602,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004664.txt,3,0.379,9,0.248,6,0.160
4603,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004665.txt,4,0.297,3,0.240,8,0.217,6,0.057,10,0.051,7,0.051
4604,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004666.txt,4,0.286,6,0.164,2,0.109,8,0.105,5,0.086,10,0.082,9,0.059,3,0.050
4605,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004667.txt,4,0.162,5,0.158,7,0.108,2,0.100,10,0.095,6,0.091,1,0.079,9,0.071,3,0.071,8,0.066
4606,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004668.txt,3,0.286,4,0.233,9,0.196,10,0.095
4607,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004669.txt,10,0.256,3,0.211,9,0.162,1,0.075,8,0.068,4,0.064,2,0.060
4608,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004670.txt,5,0.424,1,0.168,7,0.122,9,0.089,2,0.053
4609,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004671.txt,3,0.318,4,0.169,9,0.165,10,0.123,1,0.059,5,0.051,2,0.051
4610,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004672.txt,4,0.219,8,0.191,3,0.112,10,0.101,1,0.096,9,0.084,6,0.056,2,0.051
4611,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004673.txt,8,0.257,3,0.257,9,0.196,4,0.112,6,0.061
4612,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004674.txt,9,0.276,3,0.271,10,0.109,8,0.078,6,0.073,7,0.068,2,0.052
4613,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004675.txt,6,0.268,2,0.158,4,0.115,3,0.091,1,0.086,8,0.072,7,0.072
4614,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004676.txt,4,0.203,3,0.198,6,0.144,9,0.109,5,0.089,10,0.069,2,0.064,8,0.054
4615,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004677.txt,9,0.261,3,0.187,1,0.143,10,0.139,4,0.087,2,0.065
4616,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004678.txt,3,0.260,6,0.221,9,0.202,8,0.106,10,0.091
4617,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004679.txt,4,0.309,10,0.291,8,0.128,9,0.087,6,0.064
4618,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004680.txt,3,0.181,10,0.160,4,0.144,9,0.133,6,0.122,1,0.090,2,0.074
4619,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004681.txt,10,0.192,9,0.177,6,0.157,3,0.131,4,0.096,8,0.086,7,0.066,2,0.051
4620,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004682.txt,4,0.307,8,0.187,9,0.129,3,0.112,10,0.104,6,0.071
4621,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004683.txt,4,0.354,5,0.202,8,0.106,1,0.081,10,0.076
4622,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004684.txt,2,0.184,10,0.144,4,0.134,6,0.114,9,0.109,3,0.109,5,0.104
4623,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004685.txt,10,0.446,1,0.133,4,0.129,8,0.073,3,0.060,9,0.056,6,0.052
4624,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004686.txt,5,0.217,4,0.145,6,0.127,9,0.100,10,0.081,7,0.081,1,0.077,3,0.068,8,0.059
4625,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004687.txt,5,0.259,6,0.255,10,0.113,2,0.108,7,0.099,8,0.061
4626,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004688.txt,8,0.140,3,0.137,4,0.127,5,0.120,9,0.106,2,0.103,10,0.086,7,0.079,6,0.075
4627,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004689.txt,3,0.200,4,0.185,6,0.125,10,0.115,9,0.105,5,0.085,8,0.060
4628,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004690.txt,10,0.333,8,0.103,2,0.103,6,0.099,4,0.085,9,0.070,5,0.066,1,0.052
4629,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004691.txt,2,0.248,10,0.184,1,0.169,5,0.128,6,0.079,9,0.053
4630,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004692.txt,9,0.242,6,0.202,5,0.157,8,0.097,10,0.069,1,0.065,7,0.056
4631,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004693.txt,3,0.381,9,0.182,6,0.102,2,0.076,8,0.068,4,0.055,5,0.051
4632,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004694.txt,6,0.284,7,0.126,4,0.121,5,0.102,2,0.102,10,0.098,3,0.065,9,0.051
4633,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004695.txt,5,0.287,6,0.191,4,0.116,1,0.092,9,0.088,2,0.076,7,0.060
4634,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004696.txt,5,0.274,1,0.135,10,0.108,9,0.108,2,0.090,6,0.085,7,0.072,4,0.067,8,0.058
4635,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004697.txt,4,0.338,3,0.183,9,0.096,8,0.082,6,0.068,2,0.064,5,0.059
4636,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md004698.txt,10,0.612,9,0.071,2,0.063,7,0.058,4,0.058
