docId,filename,top topics, and contribution to doc ...
1871,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001877.txt,3,0.484,9,0.161,8,0.120,6,0.065,4,0.055,7,0.051
1872,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001878.txt,3,0.228,9,0.213,4,0.188,8,0.137,6,0.091
1873,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001879.txt,3,0.542,9,0.116,10,0.097,8,0.060,6,0.060,7,0.051
1874,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001880.txt,3,0.560,9,0.173,8,0.099
1875,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001881.txt,3,0.333,9,0.255,8,0.130,4,0.083,1,0.069
1876,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001882.txt,3,0.186,5,0.171,7,0.156,8,0.136,9,0.095,6,0.080,1,0.060
1877,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001883.txt,7,0.225,8,0.197,3,0.168,1,0.139,5,0.133,2,0.052
1878,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001884.txt,6,0.191,1,0.163,10,0.148,9,0.100,4,0.086,3,0.081,7,0.077,2,0.057,8,0.053
1879,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001885.txt,5,0.365,1,0.220,8,0.154,4,0.058,2,0.058,7,0.054
1880,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001886.txt,8,0.207,3,0.168,9,0.163,6,0.130,4,0.111,1,0.082,5,0.058
1881,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001887.txt,8,0.649,3,0.109,4,0.066,9,0.057
1882,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001888.txt,8,0.476,3,0.171,9,0.115,5,0.063
1883,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001889.txt,8,0.301,5,0.222,1,0.139,7,0.102,3,0.097,2,0.074
1884,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001890.txt,8,0.173,1,0.164,9,0.121,5,0.121,7,0.103,2,0.093,6,0.089,10,0.065
1885,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001891.txt,3,0.381,10,0.163,9,0.151,8,0.134,4,0.059,1,0.054
1886,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001892.txt,3,0.337,9,0.171,10,0.107,4,0.107,8,0.093,6,0.083,7,0.059
1887,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001893.txt,8,0.526,3,0.216,9,0.066,7,0.066
1888,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001894.txt,4,0.223,2,0.188,8,0.124,6,0.124,9,0.109,3,0.069,10,0.054
1889,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001895.txt,8,0.212,1,0.188,9,0.146,7,0.092,6,0.088,3,0.088,2,0.081,5,0.065
1890,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001896.txt,8,0.398,10,0.124,9,0.109,4,0.075,3,0.075,6,0.071
1891,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001897.txt,10,0.301,1,0.270,2,0.094,6,0.074,8,0.070,5,0.066
1892,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001898.txt,8,0.242,5,0.217,3,0.131,1,0.102,10,0.066,7,0.061,6,0.061
1893,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001899.txt,8,0.315,7,0.137,10,0.123,3,0.110,5,0.078,1,0.073,9,0.064,2,0.059
1894,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001900.txt,9,0.152,8,0.145,3,0.126,2,0.104,4,0.093,6,0.086,1,0.086,5,0.082,7,0.078
1895,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001901.txt,7,0.303,1,0.237,8,0.195,5,0.141
1896,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001902.txt,1,0.230,8,0.204,5,0.199,7,0.089,2,0.079,3,0.063,9,0.058
1897,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001903.txt,8,0.329,3,0.198,9,0.144,10,0.086,4,0.078,7,0.066,6,0.053
1898,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001904.txt,3,0.423,8,0.172,9,0.165,4,0.060,10,0.052
1899,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001905.txt,8,0.438,9,0.170,3,0.152,4,0.098
1900,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001906.txt,8,0.280,1,0.159,2,0.142,7,0.085,5,0.077,3,0.073,10,0.061,6,0.061
1901,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001907.txt,8,0.342,3,0.142,9,0.138,5,0.121,4,0.071,1,0.067,7,0.058
1902,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001908.txt,8,0.348,5,0.227,1,0.131,7,0.081,2,0.066
1903,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001909.txt,1,0.260,5,0.202,6,0.120,2,0.116,8,0.109,7,0.078
1904,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001910.txt,3,0.253,8,0.154,9,0.121,2,0.095,1,0.095,6,0.084,4,0.062,10,0.055
1905,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001911.txt,1,0.303,5,0.197,8,0.183,6,0.082,7,0.067
1906,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001912.txt,10,0.316,8,0.174,9,0.146,3,0.123,4,0.075,5,0.051
1907,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001913.txt,8,0.431,5,0.168,9,0.076,7,0.065,3,0.061,1,0.053
1908,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001914.txt,8,0.372,3,0.255,10,0.126,9,0.108,4,0.052
1909,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001915.txt,3,0.189,5,0.145,1,0.123,7,0.118,9,0.110,8,0.092,6,0.088,4,0.066
1910,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001916.txt,3,0.264,10,0.228,9,0.223,6,0.071,8,0.061,7,0.056
1911,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001917.txt,8,0.305,3,0.192,2,0.143,4,0.099,10,0.084,9,0.079
1912,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001918.txt,6,0.134,10,0.120,9,0.120,7,0.120,5,0.115,3,0.086,2,0.081,8,0.077,1,0.077,4,0.072
1913,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001919.txt,6,0.217,9,0.186,8,0.137,5,0.130,3,0.124,2,0.068
1914,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001920.txt,1,0.226,2,0.164,3,0.149,10,0.118,9,0.108,8,0.067,6,0.067,7,0.056
1915,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001921.txt,3,0.261,6,0.217,7,0.184,1,0.072,2,0.063,4,0.053
1916,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001922.txt,9,0.188,10,0.184,8,0.184,4,0.097,7,0.087,6,0.077,5,0.068
1917,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001923.txt,7,0.152,6,0.134,2,0.134,8,0.116,1,0.104,9,0.098,3,0.085,4,0.079,5,0.055
1918,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001924.txt,6,0.249,3,0.190,8,0.143,10,0.095,7,0.095,1,0.079,5,0.063
1919,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001925.txt,2,0.172,8,0.144,1,0.132,9,0.121,6,0.115,3,0.098,7,0.092,4,0.086
1920,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001926.txt,5,0.221,2,0.217,7,0.161,10,0.147,6,0.069
1921,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001927.txt,3,0.262,10,0.206,8,0.146,6,0.107,4,0.090,9,0.086
1922,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001928.txt,8,0.283,2,0.175,10,0.108,4,0.108,9,0.096,6,0.067,5,0.067,3,0.067
1923,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001929.txt,5,0.196,2,0.160,1,0.160,7,0.148,8,0.144,6,0.088
1924,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001930.txt,8,0.235,3,0.166,9,0.134,6,0.113,4,0.093,5,0.089,7,0.073,2,0.053
1925,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001931.txt,3,0.226,4,0.215,9,0.209,8,0.107,6,0.107
1926,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001932.txt,3,0.315,9,0.201,10,0.190,8,0.103
1927,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001933.txt,10,0.324,9,0.192,3,0.183,4,0.089,8,0.085
1928,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001934.txt,3,0.527,9,0.177,8,0.128,1,0.069
1929,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001935.txt,10,0.358,3,0.277,9,0.121,8,0.081
1930,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001936.txt,2,0.198,8,0.167,6,0.167,9,0.135,7,0.125,3,0.073,4,0.052
1931,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001937.txt,5,0.313,2,0.156,7,0.107,10,0.076,8,0.076,9,0.071,6,0.067,1,0.058
1932,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001938.txt,7,0.194,5,0.174,6,0.132,1,0.093,10,0.085,2,0.085,9,0.081,4,0.070,3,0.058
1933,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001939.txt,9,0.197,8,0.192,3,0.181,2,0.135,6,0.067,5,0.057
1934,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001940.txt,6,0.198,3,0.137,1,0.132,7,0.110,9,0.099,4,0.088,8,0.066,2,0.066,10,0.060
1935,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001941.txt,6,0.186,10,0.147,3,0.137,9,0.118,4,0.118,7,0.088,1,0.069,8,0.064
1936,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001942.txt,3,0.295,8,0.217,9,0.120,4,0.111,10,0.106,2,0.078
1937,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001943.txt,3,0.307,9,0.218,8,0.196,4,0.093,6,0.076
1938,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001944.txt,3,0.622,9,0.113,8,0.063,10,0.055
1939,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001945.txt,3,0.379,9,0.152,6,0.121,2,0.076,7,0.071,8,0.067,4,0.054
1940,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001946.txt,5,0.188,8,0.133,6,0.106,4,0.102,2,0.098,3,0.094,10,0.090,1,0.090,9,0.055
1941,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001947.txt,2,0.195,6,0.145,7,0.109,4,0.109,8,0.100,3,0.091,9,0.086,10,0.082,5,0.068
1942,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001948.txt,3,0.362,9,0.204,4,0.143,8,0.082
1943,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001949.txt,8,0.363,10,0.174,3,0.100,4,0.095,5,0.074,6,0.063
1944,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001950.txt,2,0.203,8,0.172,10,0.132,7,0.132,6,0.123,9,0.097
1945,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001951.txt,6,0.320,8,0.195,3,0.135,7,0.110,9,0.070,5,0.055
1946,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001952.txt,3,0.417,9,0.261,8,0.090
1947,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001953.txt,9,0.239,6,0.157,4,0.137,8,0.132,3,0.091,7,0.071,1,0.051
1948,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001954.txt,10,0.242,8,0.172,6,0.167,9,0.116,3,0.076,1,0.056,7,0.051
1949,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001955.txt,3,0.394,9,0.213,6,0.088,8,0.083,1,0.060
1950,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001956.txt,8,0.192,2,0.178,9,0.131,5,0.127,7,0.108,4,0.089,10,0.070,6,0.061
1951,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001957.txt,3,0.329,7,0.186,9,0.119,8,0.114,5,0.062,6,0.057,10,0.052
1952,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001958.txt,3,0.427,9,0.155,8,0.118,10,0.105,6,0.073
1953,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001959.txt,9,0.158,10,0.153,8,0.144,2,0.134,6,0.120,1,0.120,7,0.100
1954,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001960.txt,10,0.329,3,0.255,4,0.144,8,0.093,9,0.069
1955,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001961.txt,9,0.204,6,0.145,8,0.140,3,0.140,10,0.118,1,0.091,7,0.075,5,0.059
1956,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001962.txt,10,0.317,9,0.199,4,0.102,8,0.097,3,0.070,2,0.065,6,0.059
1957,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001963.txt,9,0.192,3,0.158,6,0.153,8,0.138,4,0.103,10,0.094,7,0.074,1,0.059
1958,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001964.txt,3,0.323,9,0.210,1,0.109,4,0.096,10,0.087,7,0.061
1959,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001965.txt,3,0.401,6,0.225,8,0.128,4,0.070,9,0.053
1960,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001966.txt,4,0.339,3,0.237,6,0.130,9,0.062,1,0.056,8,0.051,2,0.051
1961,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001967.txt,3,0.277,10,0.234,8,0.103,7,0.092,6,0.092,2,0.082
1962,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001968.txt,4,0.278,9,0.187,1,0.128,7,0.107,3,0.096
1963,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001969.txt,3,0.207,6,0.178,4,0.132,9,0.126,8,0.115,10,0.103,7,0.075
1964,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001970.txt,3,0.606,8,0.120,9,0.087,6,0.053
1965,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001971.txt,10,0.309,3,0.168,4,0.152,9,0.147,6,0.073
1966,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001972.txt,1,0.196,5,0.156,7,0.142,10,0.133,8,0.098,3,0.080,6,0.076,9,0.071
1967,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001973.txt,5,0.217,1,0.183,2,0.161,6,0.150,7,0.078,8,0.061,3,0.050
1968,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001974.txt,8,0.220,3,0.220,10,0.179,4,0.170,9,0.090
1969,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001975.txt,6,0.318,7,0.168,9,0.117,3,0.112,2,0.089,1,0.067,8,0.056,10,0.050
1970,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001976.txt,3,0.599,6,0.088,9,0.078,8,0.074,10,0.055
1971,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001977.txt,3,0.529,9,0.188,10,0.063
1972,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001978.txt,10,0.249,3,0.160,7,0.118,2,0.093,8,0.084,5,0.076,4,0.076,9,0.072,6,0.059
1973,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001979.txt,7,0.271,4,0.224,5,0.119,9,0.086,8,0.086,6,0.062
1974,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001980.txt,9,0.260,6,0.225,4,0.167,8,0.123,10,0.088,7,0.059
1975,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001981.txt,3,0.301,9,0.230,8,0.110,4,0.091,10,0.062,1,0.062
1976,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001982.txt,10,0.261,9,0.230,2,0.142,3,0.097,6,0.066,4,0.066
1977,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001983.txt,4,0.261,10,0.161,8,0.146,3,0.131,2,0.116,6,0.065
1978,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001984.txt,2,0.185,9,0.167,5,0.163,8,0.120,1,0.099,3,0.077,7,0.073
1979,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001985.txt,3,0.308,9,0.232,4,0.218,6,0.066,8,0.052,7,0.052
1980,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001986.txt,5,0.264,2,0.204,7,0.120,9,0.106,6,0.106,1,0.088,8,0.060
1981,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001987.txt,5,0.219,7,0.146,6,0.146,8,0.126,9,0.073,2,0.073,10,0.066,4,0.053,3,0.053
1982,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001988.txt,3,0.233,1,0.192,5,0.132,6,0.123,7,0.100,9,0.078,2,0.068
1983,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001989.txt,9,0.316,3,0.193,10,0.139,8,0.139,6,0.086
1984,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001990.txt,3,0.456,9,0.167,7,0.093,8,0.083,6,0.059
1985,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001991.txt,3,0.268,9,0.183,8,0.107,2,0.107,6,0.094,1,0.063,5,0.058
1986,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001992.txt,6,0.376,7,0.139,8,0.104,2,0.099,3,0.069,4,0.064
1987,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001993.txt,6,0.251,10,0.176,8,0.123,9,0.112,2,0.102,1,0.080,3,0.059
1988,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001994.txt,9,0.178,6,0.178,4,0.153,3,0.147,5,0.092,7,0.074,2,0.067,8,0.061
1989,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001995.txt,7,0.360,1,0.131,9,0.126,5,0.109,2,0.069,8,0.057,3,0.051
1990,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001996.txt,3,0.438,9,0.197,10,0.143,4,0.064
1991,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001997.txt,8,0.447,3,0.167,9,0.135,4,0.107
1992,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001998.txt,10,0.272,2,0.169,6,0.161,4,0.098,8,0.083,1,0.075,9,0.055
1993,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md001999.txt,9,0.289,3,0.289,8,0.117,4,0.109
1994,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002000.txt,9,0.387,3,0.317,8,0.116,6,0.090
1995,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002001.txt,9,0.389,3,0.293,8,0.101,4,0.067
1996,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002002.txt,3,0.396,8,0.150,9,0.116,2,0.097,4,0.092,6,0.058
1997,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002003.txt,3,0.297,4,0.286,10,0.151,1,0.057,9,0.052,6,0.052
1998,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002004.txt,3,0.474,9,0.131,4,0.117,8,0.103,1,0.052
1999,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002005.txt,4,0.391,2,0.169,10,0.086,9,0.070,6,0.062,5,0.062,7,0.058,8,0.053
2000,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002006.txt,4,0.314,8,0.248,10,0.161,3,0.095,9,0.087
2001,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002007.txt,5,0.320,2,0.197,1,0.190,7,0.100,8,0.071,4,0.063
2002,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002008.txt,9,0.201,8,0.201,7,0.192,6,0.154,5,0.065,4,0.056
2003,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002009.txt,8,0.155,7,0.121,9,0.117,2,0.107,10,0.102,6,0.102,4,0.102,5,0.092,3,0.078
2004,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002010.txt,7,0.241,10,0.199,5,0.148,1,0.116,2,0.083,3,0.056,6,0.051
2005,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002011.txt,3,0.340,9,0.215,4,0.120,8,0.081,6,0.077,1,0.057
2006,/Users/justinlittman/Google Drive/Hack-to-Learn Datasets/Eleanor Roosevelt Papers "My Day" columns/txt/md002012.txt,7,0.214,6,0.149,2,0.149,1,0.139,5,0.119,8,0.075
