docId,filename,top topics, and contribution to doc ...
1,/Users/justinlittman/tmp/hack-to-learn/data/md000001.txt,3,0.405,4,0.297,1,0.124,5,0.114,2,0.059
2,/Users/justinlittman/tmp/hack-to-learn/data/md000002.txt,2,0.394,3,0.335,5,0.118,1,0.100,4,0.053
3,/Users/justinlittman/tmp/hack-to-learn/data/md000003.txt,3,0.347,4,0.186,5,0.180,1,0.174,2,0.114
4,/Users/justinlittman/tmp/hack-to-learn/data/md000003a.txt,3,0.469,4,0.238,5,0.119,2,0.105,1,0.070
5,/Users/justinlittman/tmp/hack-to-learn/data/md000004.txt,2,0.364,3,0.251,4,0.176,5,0.160
6,/Users/justinlittman/tmp/hack-to-learn/data/md000005.txt,2,0.419,3,0.187,5,0.168,4,0.148,1,0.077
7,/Users/justinlittman/tmp/hack-to-learn/data/md000006.txt,2,0.441,3,0.311,1,0.096,4,0.079,5,0.073
8,/Users/justinlittman/tmp/hack-to-learn/data/md000007.txt,4,0.347,2,0.216,3,0.163,5,0.147,1,0.126
9,/Users/justinlittman/tmp/hack-to-learn/data/md000008.txt,3,0.429,2,0.408,4,0.068,5,0.052
10,/Users/justinlittman/tmp/hack-to-learn/data/md000009.txt,1,0.504,4,0.187,5,0.163,3,0.106
11,/Users/justinlittman/tmp/hack-to-learn/data/md000010.txt,3,0.363,4,0.325,1,0.127,5,0.121,2,0.064
12,/Users/justinlittman/tmp/hack-to-learn/data/md000011.txt,4,0.402,1,0.251,3,0.246,5,0.067
13,/Users/justinlittman/tmp/hack-to-learn/data/md000012.txt,3,0.427,2,0.253,5,0.163,4,0.079,1,0.079
14,/Users/justinlittman/tmp/hack-to-learn/data/md000013.txt,3,0.471,4,0.314,2,0.085,5,0.065,1,0.065
15,/Users/justinlittman/tmp/hack-to-learn/data/md000014.txt,1,0.491,3,0.194,4,0.183,5,0.097
16,/Users/justinlittman/tmp/hack-to-learn/data/md000015.txt,1,0.364,3,0.330,4,0.165,5,0.119
17,/Users/justinlittman/tmp/hack-to-learn/data/md000016.txt,3,0.346,1,0.265,2,0.216,4,0.124
